Id,SalePrice
1638,222274.7
1639,183337.73
1640,278322.78
1641,179897.34
1642,239751.38
1643,237554.06
1644,240297.53
1645,184679.05
1646,155272.72
1647,173064.62
1648,141309.16
1649,143827.33
1650,115575.06
1651,124622.6
1652,89708.01
1653,94236.35
1654,152500.62
1655,164087.52
1656,152146.67
1657,154277.84
1658,151571.64
1659,158881.88
1660,156398.97
1661,339773.1
1662,320510.8
1663,334088.9
1664,334178.62
1665,306970.88
1666,325407.75
1667,333687.84
1668,320972.78
1669,288291.47
1670,319166.34
1671,268477.25
1672,331407.0
1673,270480.38
1674,240188.64
1675,183511.6
1676,192389.34
1677,228744.86
1678,330604.0
1679,318779.78
1680,312931.1
1681,217715.62
1682,291271.4
1683,190688.0
1684,179590.22
1685,173342.73
1686,166431.03
1687,168444.83
1688,194216.25
1689,192076.86
1690,194782.7
1691,184753.89
1692,250661.78
1693,176151.22
1694,182493.6
1695,169616.0
1696,266735.25
1697,169305.12
1698,326856.75
1699,303942.72
1700,245096.25
1701,263090.53
1702,278251.53
1703,275373.78
1704,306153.75
1705,209569.11
1706,347094.44
1707,213092.98
1708,210532.47
1709,247892.42
1710,240914.05
1711,293845.84
1712,236229.98
1713,258409.0
1714,211591.95
1715,207508.75
1716,198001.83
1717,163672.6
1718,135656.55
1719,199672.94
1720,240591.6
1721,173076.69
1722,123662.18
1723,156357.36
1724,221185.28
1725,228122.88
1726,179094.48
1727,161428.34
1728,190198.56
1729,164813.58
1730,156154.8
1731,107527.92
1732,136385.36
1733,124553.48
1734,130144.94
1735,129628.37
1736,117858.05
1737,295118.72
1738,217533.06
1739,261666.48
1740,169587.02
1741,188723.19
1742,172231.08
1743,178551.86
1744,309428.12
1745,224903.92
1746,223040.23
1747,230788.94
1748,207962.22
1749,162939.92
1750,136344.22
1751,232324.94
1752,123059.03
1753,150983.73
1754,225194.53
1755,150598.56
1756,128452.34
1757,126687.02
1758,149155.05
1759,169382.6
1760,169579.72
1761,147232.03
1762,166897.9
1763,167158.12
1764,108338.48
1765,179824.06
1766,161520.73
1767,222777.98
1768,146290.39
1769,190695.8
1770,140685.84
1771,131663.39
1772,115113.484
1773,138399.22
1774,126632.22
1775,136448.98
1776,110895.805
1777,116802.82
1778,132227.42
1779,116990.445
1780,173814.75
1781,137415.48
1782,98045.06
1783,127818.91
1784,99009.766
1785,109334.914
1786,142710.52
1787,165252.06
1788,64699.227
1789,89192.81
1790,78190.484
1791,171059.17
1792,148185.06
1793,127453.93
1794,143243.58
1795,145725.2
1796,115121.32
1797,93592.39
1798,127482.375
1799,113881.8
1800,113432.82
1801,129536.18
1802,153563.94
1803,146581.53
1804,140917.12
1805,139869.89
1806,108018.24
1807,153242.12
1808,127237.39
1809,121602.99
1810,141272.98
1811,115258.25
1812,109881.27
1813,119401.62
1814,94873.74
1815,71861.54
1816,96691.305
1817,122472.76
1818,130956.22
1819,106904.914
1820,68780.22
1821,121388.61
1822,155832.16
1823,46777.35
1824,125075.484
1825,139726.17
1826,100346.85
1827,114053.95
1828,141429.48
1829,110596.93
1830,132468.77
1831,181002.14
1832,94335.66
1833,156127.12
1834,115149.96
1835,146871.84
1836,106064.375
1837,87455.21
1838,130814.164
1839,83559.5
1840,167889.86
1841,141445.0
1842,77729.195
1843,138364.4
1844,126648.83
1845,149835.22
1846,157405.7
1847,159877.53
1848,77149.78
1849,107203.14
1850,130994.55
1851,172014.4
1852,138476.31
1853,133599.31
1854,175462.44
1855,143793.94
1856,223133.98
1857,162990.72
1858,133133.44
1859,120279.87
1860,155179.42
1861,119021.7
1862,300113.66
1863,297838.16
1864,297728.6
1865,302095.3
1866,290652.34
1867,221984.69
1868,278271.1
1869,201839.23
1870,245385.52
1871,251715.23
1872,172633.84
1873,255966.28
1874,138578.7
1875,207386.11
1876,208007.16
1877,214223.33
1878,205273.27
1879,132239.55
1880,139281.97
1881,232998.38
1882,253586.34
1883,194847.86
1884,204917.12
1885,259264.81
1886,281923.0
1887,222380.78
1888,273537.88
1889,158419.19
1890,132563.1
1891,142220.4
1892,111708.51
1893,129326.25
1894,126749.68
1895,148465.56
1896,132809.03
1897,121840.07
1898,105663.71
1899,153655.81
1900,136087.77
1901,179929.5
1902,127437.44
1903,232678.78
1904,130451.805
1905,179024.03
1906,155175.17
1907,207160.44
1908,115093.67
1909,133656.67
1910,124281.445
1911,187784.56
1912,259331.03
1913,153569.11
1914,53357.73
1915,320548.56
1916,64413.453
1917,241357.98
1918,136076.45
1919,163210.2
1920,156393.42
1921,337637.03
1922,296954.94
1923,208466.83
1924,207005.5
1925,221233.22
1926,338987.44
1927,141690.05
1928,163940.39
1929,126809.57
1930,123887.19
1931,144491.12
1932,154752.25
1933,173027.89
1934,189599.03
1935,181157.67
1936,190935.25
1937,184202.48
1938,165257.95
1939,240995.48
1940,188219.17
1941,177086.2
1942,207127.17
1943,199801.7
1944,328700.88
1945,325338.34
1946,115262.84
1947,293601.4
1948,133727.22
1949,229174.97
1950,172400.64
1951,277930.6
1952,235610.67
1953,177991.86
1954,208106.75
1955,144809.92
1956,239125.75
1957,173299.53
1958,302247.78
1959,139236.77
1960,120527.35
1961,109599.77
1962,89589.195
1963,100531.625
1964,100912.69
1965,141137.38
1966,162827.52
1967,275408.28
1968,309760.75
1969,343281.78
1970,328824.47
1971,336054.16
1972,332107.7
1973,249271.94
1974,324200.38
1975,337811.88
1976,275082.9
1977,332657.2
1978,324957.3
1979,324750.75
1980,193863.06
1981,334185.38
1982,238434.45
1983,204831.89
1984,166293.16
1985,218973.38
1986,237446.34
1987,170173.44
1988,168760.73
1989,189180.6
1990,238660.1
1991,264936.2
1992,215333.05
1993,173066.9
1994,229028.33
1995,185958.12
1996,247300.9
1997,311779.2
1998,311418.2
1999,265697.16
2000,317489.12
2001,249971.19
2002,249793.25
2003,278260.2
2004,289438.34
2005,213192.92
2006,228957.3
2007,256768.23
2008,201666.55
2009,184694.94
2010,187123.25
2011,136391.03
2012,173985.8
2013,180130.12
2014,186731.05
2015,196599.9
2016,195871.08
2017,203985.94
2018,106390.76
2019,132488.88
2020,116074.64
2021,116356.305
2022,172111.81
2023,129460.086
2024,214591.92
2025,305665.6
2026,177015.17
2027,148769.44
2028,151389.62
2029,147498.52
2030,289049.66
2031,227690.03
2032,267446.06
2033,274389.47
2034,158774.5
2035,211399.16
2036,208035.5
2037,196584.22
2038,316933.16
2039,205105.64
2040,276519.56
2041,276176.97
2042,205620.6
2043,169627.1
2044,156195.75
2045,211642.03
2046,126417.695
2047,157421.1
2048,144300.4
2049,132336.02
2050,192243.48
2051,101684.67
2052,134218.16
2053,150815.23
2054,78220.24
2055,147984.47
2056,136483.56
2057,122870.7
2058,218457.11
2059,127798.22
2060,156492.83
2061,175982.61
2062,136223.45
2063,113711.08
2064,143823.03
2065,113766.06
2066,168599.33
2067,117866.72
2068,137246.72
2069,78155.22
2070,110786.24
2071,103253.84
2072,119669.664
2073,132396.98
2074,185928.53
2075,139668.84
2076,125053.7
2077,149639.56
2078,135898.77
2079,135003.05
2080,118423.07
2081,123191.875
2082,135840.52
2083,151030.6
2084,116970.74
2085,128336.63
2086,101662.81
2087,126464.71
2088,99105.836
2089,98241.66
2090,135274.33
2091,121632.4
2092,131757.78
2093,148218.1
2094,143902.08
2095,150197.95
2096,83394.07
2097,103975.375
2098,140273.52
2099,46603.91
2100,109666.38
2101,122106.375
2102,139276.52
2103,102398.49
2104,122211.52
2105,124070.19
2106,67500.68
2107,262456.47
2108,117407.91
2109,120754.37
2110,117315.164
2111,170299.14
2112,150541.53
2113,121655.875
2114,107363.04
2115,170022.48
2116,113239.695
2117,146421.28
2118,122799.26
2119,106634.24
2120,105925.805
2121,108142.61
2122,114001.16
2123,81199.23
2124,182900.69
2125,125392.1
2126,160801.14
2127,154907.19
2128,105773.88
2129,98261.28
2130,126659.586
2131,146554.55
2132,117203.85
2133,110817.37
2134,122244.44
2135,87338.28
2136,57785.59
2137,110364.18
2138,132192.33
2139,157098.1
2140,138374.67
2141,123751.53
2142,140043.2
2143,149588.67
2144,114083.37
2145,139087.66
2146,151633.5
2147,161771.33
2148,116595.875
2149,152355.55
2150,233924.11
2151,137546.53
2152,200880.36
2153,163618.47
2154,107688.055
2155,113611.234
2156,206867.38
2157,238896.9
2158,214335.67
2159,227371.67
2160,159795.05
2161,248311.47
2162,296513.5
2163,319525.2
2164,236792.4
2165,171307.95
2166,149198.83
2167,225758.66
2168,219400.14
2169,197002.12
2170,220430.62
2171,158606.36
2172,132288.02
2173,165868.53
2174,234984.05
2175,296325.6
2176,293888.84
2177,227148.28
2178,208095.72
2179,140558.1
2180,190798.75
2181,199289.66
2182,223265.9
2183,199779.0
2184,136533.08
2185,121085.41
2186,149326.42
2187,156111.73
2188,168326.2
2189,178833.95
2190,66279.56
2191,89718.27
2192,93366.234
2193,98316.805
2194,109316.21
2195,111608.05
2196,106257.234
2197,125985.805
2198,160004.16
2199,138750.81
2200,103141.266
2201,131529.42
2202,194696.03
2203,133360.33
2204,184182.17
2205,111232.73
2206,135683.8
2207,218446.16
2208,238848.69
2209,203279.33
2210,114422.914
2211,117942.79
2212,120652.79
2213,107099.2
2214,130387.375
2215,88372.555
2216,150816.84
2217,71350.51
2218,76502.11
2219,66849.72
2220,73433.62
2221,322136.75
2222,273475.25
2223,297297.66
2224,223070.38
2225,142040.5
2226,182900.06
2227,197767.55
2228,259183.92
2229,247994.48
2230,156631.25
2231,209501.86
2232,177340.83
2233,168147.1
2234,221281.27
2235,194305.62
2236,255292.52
2237,330406.0
2238,218561.73
2239,111404.3
2240,159222.45
2241,165758.98
2242,133152.55
2243,134086.77
2244,90436.95
2245,92028.89
2246,152293.05
2247,101171.16
2248,122229.82
2249,125625.33
2250,147416.05
2251,126225.08
2252,180745.12
2253,147718.7
2254,178853.25
2255,193891.17
2256,185097.48
2257,181392.4
2258,176823.75
2259,175437.19
2260,139921.5
2261,188944.27
2262,216911.0
2263,328482.38
2264,320201.75
2265,170382.33
2266,265576.62
2267,330195.3
2268,339123.5
2269,164677.27
2270,179377.64
2271,243959.52
2272,199147.77
2273,166048.66
2274,167952.28
2275,150112.06
2276,181459.36
2277,176528.02
2278,156513.14
2279,112316.8
2280,117365.984
2281,166956.55
2282,171353.36
2283,94011.21
2284,116344.945
2285,143727.45
2286,129267.19
2287,328399.22
2288,280455.22
2289,314754.75
2290,327694.28
2291,321294.28
2292,334017.16
2293,332120.78
2294,319651.88
2295,327218.44
2296,305325.03
2297,308437.78
2298,302582.34
2299,308233.3
2300,316462.62
2301,288014.44
2302,243265.14
2303,240367.94
2304,272243.34
2305,184428.77
2306,184853.5
2307,177457.92
2308,230347.11
2309,273391.94
2310,205032.38
2311,185293.95
2312,168238.08
2313,172134.78
2314,165748.38
2315,167311.66
2316,180033.28
2317,189400.4
2318,158870.48
2319,174525.73
2320,211254.16
2321,214619.73
2322,167598.06
2323,188416.97
2324,168898.27
2325,213522.19
2326,161434.77
2327,217526.55
2328,233301.36
2329,194081.56
2330,178939.23
2331,329307.2
2332,338390.2
2333,328802.97
2334,258590.6
2335,223365.23
2336,314991.84
2337,224618.36
2338,278038.2
2339,209291.67
2340,330200.03
2341,215485.36
2342,227690.73
2343,213459.77
2344,236325.3
2345,266683.34
2346,228455.16
2347,180680.19
2348,265917.78
2349,158698.56
2350,276919.06
2351,256724.33
2352,243679.12
2353,216160.3
2354,119821.305
2355,137428.1
2356,151186.56
2357,206658.06
2358,193126.56
2359,118247.086
2360,123136.414
2361,146622.33
2362,287485.8
2363,135547.28
2364,143631.92
2365,246275.98
2366,187608.98
2367,221325.11
2368,184921.66
2369,220515.56
2370,167710.77
2371,166143.81
2372,183363.45
2373,259459.44
2374,302954.8
2375,249370.64
2376,272697.6
2377,292829.5
2378,143705.16
2379,188196.44
2380,136158.5
2381,156277.8
2382,185888.81
2383,208969.56
2384,256737.05
2385,152812.1
2386,138565.16
2387,134019.97
2388,90834.14
2389,127765.234
2390,143197.92
2391,140955.58
2392,118279.69
2393,177166.52
2394,143798.17
2395,193413.9
2396,140851.92
2397,193818.16
2398,133087.5
2399,65951.38
2400,50610.043
2401,114458.72
2402,133204.27
2403,121577.92
2404,148789.34
2405,162269.88
2406,138552.75
2407,117628.12
2408,141346.1
2409,134312.55
2410,175900.5
2411,124142.61
2412,160502.02
2413,134792.19
2414,134618.98
2415,128899.93
2416,122161.016
2417,132524.52
2418,130879.48
2419,139201.05
2420,122699.13
2421,156353.97
2422,119978.63
2423,126372.61
2424,160111.8
2425,176724.84
2426,103763.555
2427,134115.55
2428,184582.05
2429,120491.016
2430,135596.8
2431,84039.945
2432,144513.6
2433,141575.42
2434,145526.89
2435,156194.33
2436,104629.484
2437,103578.13
2438,121177.266
2439,112925.99
2440,124900.12
2441,88837.414
2442,100706.46
2443,123487.95
2444,135421.45
2445,86316.63
2446,128040.13
2447,242067.66
2448,138448.6
2449,118320.57
2450,157366.48
2451,146394.3
2452,212732.17
2453,91699.41
2454,113692.37
2455,98497.76
2456,137133.17
2457,120202.23
2458,108579.45
2459,113567.44
2460,137188.97
2461,123352.97
2462,147729.58
2463,123732.69
2464,168129.73
2465,144206.9
2466,124812.31
2467,163070.39
2468,71024.016
2469,66542.234
2470,162115.66
2471,196389.67
2472,144641.2
2473,109756.99
2474,87882.76
2475,226402.25
2476,114537.84
2477,126227.39
2478,171154.52
2479,83462.28
2480,150302.33
2481,110530.06
2482,138239.53
2483,106788.766
2484,116540.09
2485,120897.3
2486,144722.94
2487,185146.94
2488,153006.77
2489,155359.62
2490,152488.86
2491,78068.31
2492,173708.17
2493,140951.06
2494,154689.42
2495,97879.56
2496,203682.16
2497,164382.16
2498,118082.69
2499,87470.805
2500,126261.29
2501,137600.98
2502,152181.48
2503,95063.516
2504,189588.67
2505,232055.56
2506,269307.2
2507,295879.62
2508,268122.1
2509,220420.44
2510,226548.25
2511,178027.31
2512,216862.84
2513,216359.52
2514,256402.39
2515,147551.88
2516,164349.64
2517,131165.22
2518,139080.97
2519,217890.33
2520,212520.19
2521,190355.72
2522,229907.83
2523,128563.89
2524,148092.2
2525,153223.98
2526,131733.19
2527,108855.39
2528,135659.08
2529,130562.64
2530,111739.21
2531,246451.98
2532,219490.89
2533,207226.5
2534,225342.5
2535,289361.3
2536,249565.23
2537,230440.38
2538,181895.36
2539,188646.45
2540,166004.28
2541,182616.67
2542,167868.3
2543,125273.17
2544,134398.11
2545,131802.03
2546,151223.53
2547,138261.6
2548,142853.45
2549,165000.73
2550,180473.78
2551,129833.15
2552,127202.51
2553,88021.63
2554,116584.195
2555,110683.945
2556,106340.49
2557,102923.53
2558,150984.47
2559,128383.88
2560,121349.88
2561,130162.61
2562,124846.17
2563,156177.7
2564,180903.17
2565,113023.88
2566,165860.27
2567,123246.62
2568,182165.38
2569,197240.22
2570,113696.766
2571,171560.78
2572,158505.88
2573,217367.34
2574,275750.88
2575,127233.336
2576,128604.5
2577,177046.12
2578,91472.93
2579,76045.63
2580,136999.47
2581,121102.33
2582,108176.22
2583,289137.44
2584,148773.9
2585,176475.72
2586,209103.14
2587,207212.08
2588,171328.11
2589,144457.36
2590,236548.84
2591,207019.28
2592,189249.17
2593,233295.45
2594,171226.39
2595,205148.47
2596,318211.1
2597,178899.27
2598,285794.78
2599,307574.6
2600,147295.17
2601,128054.44
2602,85479.07
2603,91856.95
2604,84043.77
2605,79858.44
2606,138565.27
2607,181336.61
2608,197716.12
2609,171676.36
2610,112562.36
2611,147333.98
2612,159449.34
2613,119698.99
2614,122780.26
2615,148561.69
2616,142406.45
2617,180715.56
2618,182463.84
2619,219295.66
2620,179507.92
2621,172591.98
2622,180735.83
2623,216462.33
2624,296623.0
2625,281197.34
2626,170966.78
2627,179137.72
2628,327997.75
2629,326278.1
2630,281908.16
2631,335529.66
2632,329447.12
2633,306483.12
2634,335666.62
2635,149783.42
2636,181168.6
2637,177796.86
2638,254371.47
2639,181332.23
2640,156465.58
2641,108007.875
2642,196857.3
2643,101449.23
2644,128205.93
2645,95126.7
2646,89579.06
2647,92992.484
2648,149151.22
2649,154089.45
2650,143632.7
2651,151884.94
2652,326737.88
2653,260369.77
2654,239726.0
2655,333651.66
2656,283908.44
2657,315155.16
2658,295684.38
2659,269586.75
2660,328213.4
2661,326621.4
2662,331608.66
2663,301464.38
2664,274393.4
2665,297034.38
2666,309581.75
2667,164519.89
2668,180498.8
2669,168780.83
2670,239015.8
2671,180068.88
2672,167667.19
2673,205274.9
2674,196143.64
2675,167082.78
2676,189477.67
2677,195668.34
2678,247289.75
2679,284633.94
2680,279443.44
2681,324078.78
2682,304324.66
2683,305277.97
2684,315599.28
2685,312751.84
2686,279760.6
2687,312667.47
2688,213878.77
2689,204701.9
2690,322246.72
2691,178282.55
2692,118611.195
2693,188514.36
2694,118588.445
2695,190673.4
2696,188697.22
2697,175339.02
2698,197373.16
2699,178362.64
2700,162289.6
2701,150900.2
2702,112339.25
2703,116513.73
2704,139528.58
2705,122405.98
2706,121170.07
2707,134936.88
2708,139169.86
2709,104390.82
2710,127490.27
2711,198962.83
2712,316644.53
2713,168192.62
2714,147400.06
2715,174424.14
2716,162690.88
2717,176101.22
2718,229094.5
2719,162904.66
2720,183912.02
2721,144618.86
2722,161877.33
2723,143816.9
2724,133201.03
2725,138693.97
2726,157689.55
2727,163444.38
2728,159630.58
2729,159760.05
2730,143752.31
2731,124208.18
2732,129465.81
2733,163535.36
2734,141656.77
2735,137654.16
2736,149848.4
2737,128224.13
2738,132741.31
2739,159981.97
2740,136460.83
2741,133535.75
2742,157867.95
2743,160859.47
2744,141906.19
2745,134788.16
2746,131242.81
2747,143634.56
2748,120849.055
2749,125458.65
2750,133416.56
2751,124269.07
2752,231010.25
2753,153776.25
2754,191707.42
2755,129882.84
2756,101097.98
2757,72445.46
2758,56054.727
2759,145530.6
2760,99699.086
2761,155916.39
2762,146102.69
2763,182571.06
2764,172824.1
2765,297705.9
2766,147084.81
2767,91995.79
2768,113321.93
2769,121869.72
2770,158035.89
2771,111787.53
2772,120337.414
2773,147556.97
2774,137534.47
2775,135301.53
2776,145375.3
2777,147508.84
2778,133521.53
2779,126134.586
2780,97539.03
2781,110033.945
2782,89823.586
2783,105614.04
2784,129616.31
2785,137370.36
2786,76704.58
2787,128275.5
2788,83677.49
2789,223616.5
2790,84701.984
2791,124313.24
2792,72895.07
2793,169665.34
2794,110318.39
2795,114593.086
2796,98474.35
2797,168428.75
2798,95989.336
2799,117469.055
2800,71287.19
2801,109500.92
2802,144370.77
2803,155371.1
2804,132473.34
2805,84208.86
2806,79239.96
2807,138190.05
2808,141623.73
2809,140219.42
2810,138502.06
2811,161692.44
2812,141812.77
2813,155693.17
2814,160993.9
2815,92963.18
2816,230412.53
2817,145098.75
2818,122081.77
2819,170161.88
2820,144547.17
2821,108406.836
2822,189116.47
2823,230630.86
2824,172552.77
2825,140842.89
2826,132469.0
2827,145695.55
2828,191892.86
2829,171587.95
2830,247606.58
2831,171066.42
2832,223020.78
2833,270248.75
2834,215571.45
2835,218937.45
2836,189795.81
2837,153656.94
2838,150555.45
2839,169675.81
2840,206624.95
2841,211095.42
2842,225624.98
2843,129384.51
2844,160094.27
2845,120648.81
2846,215303.61
2847,211331.81
2848,210353.83
2849,211211.61
2850,270257.9
2851,236951.75
2852,211391.61
2853,221640.1
2854,137109.44
2855,203803.36
2856,208980.88
2857,193556.9
2858,213369.89
2859,140366.2
2860,122187.84
2861,122096.22
2862,199522.73
2863,112117.16
2864,267558.9
2865,140035.34
2866,130000.09
2867,97919.805
2868,107749.12
2869,120528.1
2870,150652.83
2871,101744.71
2872,60991.31
2873,94254.16
2874,149600.56
2875,99408.58
2876,141937.97
2877,132806.05
2878,175969.47
2879,140009.52
2880,102277.1
2881,145390.56
2882,176228.44
2883,190436.48
2884,193490.9
2885,186305.22
2886,214257.92
2887,100724.52
2888,126084.03
2889,78143.71
2890,94178.11
2891,131784.73
2892,47785.066
2893,83756.164
2894,53292.77
2895,302095.8
2896,291450.97
2897,200692.77
2898,152632.22
2899,219224.81
2900,170061.9
2901,209099.39
2902,161901.47
2903,311647.1
2904,316005.84
2905,107679.97
2906,219379.23
2907,113319.805
2908,130579.23
2909,117884.42
2910,81565.68
2911,84541.74
2912,148495.1
2913,81138.34
2914,83187.82
2915,87644.01
2916,78110.14
2917,162370.55
2918,119566.99
2919,227580.17
